rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay_category,next_rental
545405,386383,mobile,ended,-13.0,,,Early,False
545624,401574,mobile,ended,91.0,,,Late: 1-2 hours,False
545980,396009,connect,ended,1.0,549819.0,60.0,Late: 0-15 mins,True
546077,220073,mobile,ended,307.0,,,Late: > 2 hours,False
546124,399361,mobile,ended,-1.0,,,Early,False
546177,356061,mobile,ended,-1.0,,,Early,False
546353,377172,mobile,ended,58.0,,,Late: 30-60 mins,False
546360,394562,mobile,ended,20.0,,,Late: 15-30 mins,False
546382,389104,mobile,ended,-35.0,,,Early,False
546386,373507,connect,ended,-605.0,,,Early,False
546486,340442,mobile,ended,-57.0,,,Early,False
546565,173357,mobile,ended,-12.0,,,Early,False
546597,359045,connect,ended,-69.0,,,Early,False
546613,354850,mobile,ended,-270.0,,,Early,False
546792,230201,connect,ended,-32.0,546832.0,0.0,Early,True
546893,385629,connect,ended,-169.0,541445.0,0.0,Early,True
546955,398802,mobile,ended,25.0,543655.0,360.0,Late: 15-30 mins,True
547303,270523,mobile,ended,97.0,,,Late: 1-2 hours,False
547399,334871,mobile,ended,54.0,,,Late: 30-60 mins,False
547620,357530,connect,ended,-340.0,,,Early,False
532229,266773,mobile,ended,-27.0,,,Early,False
532404,352346,mobile,ended,-11.0,,,Early,False
532573,316892,mobile,ended,-65.0,,,Early,False
532683,346672,mobile,ended,0.0,,,Late: 0-15 mins,False
532791,381352,mobile,ended,-52.0,,,Early,False
532959,166540,connect,ended,412.0,,,Late: > 2 hours,False
533045,399569,mobile,ended,186.0,,,Late: > 2 hours,False
533429,348551,mobile,ended,350.0,,,Late: > 2 hours,False
533526,354938,mobile,ended,-9.0,,,Early,False
533722,402926,mobile,ended,-2.0,,,Early,False
533886,406104,mobile,ended,106.0,,,Late: 1-2 hours,False
534052,363892,mobile,ended,28.0,,,Late: 15-30 mins,False
534395,284713,connect,ended,-1.0,,,Early,False
534401,407579,mobile,ended,3.0,,,Late: 0-15 mins,False
534428,260096,connect,ended,-179.0,,,Early,False
534718,344789,mobile,ended,19.0,,,Late: 15-30 mins,False
534784,385783,mobile,ended,12.0,,,Late: 0-15 mins,False
534856,319886,connect,ended,-40.0,556396.0,0.0,Early,True
534917,243721,mobile,ended,131.0,,,Late: > 2 hours,False
534989,392732,mobile,ended,16.0,,,Late: 15-30 mins,False
534995,381094,mobile,ended,-48.0,,,Early,False
535019,404688,mobile,ended,-24.0,,,Early,False
535024,321752,connect,ended,-52.0,,,Early,False
535044,385128,mobile,ended,155.0,,,Late: > 2 hours,False
535216,394287,mobile,ended,54.0,,,Late: 30-60 mins,False
535326,377509,mobile,ended,-6.0,539365.0,60.0,Early,True
535423,408651,mobile,ended,-108.0,,,Early,False
535685,376605,connect,ended,-127.0,,,Early,False
535705,369447,connect,ended,-38.0,,,Early,False
535841,389463,mobile,ended,-360.0,,,Early,False
535905,400989,mobile,ended,-10.0,,,Early,False
535948,394656,connect,ended,-68.0,,,Early,False
535987,371828,mobile,ended,221.0,,,Late: > 2 hours,False
536107,385721,connect,ended,62.0,525106.0,570.0,Late: 1-2 hours,True
536313,229373,mobile,ended,189.0,,,Late: > 2 hours,False
536397,285425,mobile,ended,-19.0,,,Early,False
536473,324451,mobile,ended,-108.0,,,Early,False
536741,303010,mobile,ended,-39.0,,,Early,False
537111,393968,connect,ended,15.0,,,Late: 15-30 mins,False
537171,408267,mobile,ended,17.0,,,Late: 15-30 mins,False
537189,380645,mobile,ended,-51.0,,,Early,False
537315,386325,mobile,ended,51.0,,,Late: 30-60 mins,False
555828,406434,mobile,ended,480.0,,,Late: > 2 hours,False
555839,245884,mobile,ended,12.0,,,Late: 0-15 mins,False
556025,220919,mobile,ended,-16.0,,,Early,False
556112,293523,mobile,ended,70.0,,,Late: 1-2 hours,False
556283,304447,mobile,ended,-45.0,,,Early,False
556329,306742,mobile,ended,-1.0,,,Early,False
556437,222934,mobile,ended,-4.0,,,Early,False
556468,391485,mobile,ended,39.0,,,Late: 30-60 mins,False
556563,320824,connect,ended,23.0,,,Late: 15-30 mins,False
556649,313615,mobile,ended,133.0,,,Late: > 2 hours,False
556805,340036,mobile,ended,-9.0,,,Early,False
556834,398195,mobile,ended,-19.0,,,Early,False
557168,396066,mobile,ended,155.0,,,Late: > 2 hours,False
557320,399666,mobile,ended,-50.0,,,Early,False
557355,392241,connect,ended,14.0,,,Late: 0-15 mins,False
557368,375553,mobile,ended,11.0,549518.0,720.0,Late: 0-15 mins,True
557442,413897,mobile,ended,86.0,,,Late: 1-2 hours,False
557466,285007,mobile,ended,-57.0,,,Early,False
557531,395621,mobile,ended,196.0,,,Late: > 2 hours,False
557809,300505,connect,ended,23.0,,,Late: 15-30 mins,False
557878,386786,mobile,ended,5.0,553306.0,360.0,Late: 0-15 mins,True
557964,286395,mobile,ended,723.0,,,Late: > 2 hours,False
558005,409298,mobile,ended,-165.0,,,Early,False
558106,358846,mobile,ended,431.0,,,Late: > 2 hours,False
558355,396946,mobile,ended,32.0,,,Late: 30-60 mins,False
558405,399946,mobile,ended,48.0,,,Late: 30-60 mins,False
558499,391747,mobile,ended,376.0,,,Late: > 2 hours,False
558536,175289,connect,ended,9.0,,,Late: 0-15 mins,False
558634,380019,mobile,ended,183.0,546644.0,420.0,Late: > 2 hours,True
558876,368792,mobile,ended,-11.0,,,Early,False
558978,410151,mobile,ended,-1127.0,,,Early,False
559144,384108,mobile,ended,-38.0,,,Early,False
559155,377924,mobile,ended,-12.0,,,Early,False
559169,371242,mobile,ended,30.0,,,Late: 30-60 mins,False
559213,290109,mobile,ended,-25.0,565976.0,600.0,Early,True
559232,358835,connect,ended,-6.0,,,Early,False
559258,310681,connect,ended,-190.0,,,Early,False
559299,215286,mobile,ended,-40.0,,,Early,False
559548,398802,mobile,ended,148.0,,,Late: > 2 hours,False
559648,399304,mobile,ended,-841.0,,,Early,False
559756,405923,mobile,ended,-27.0,566173.0,120.0,Early,True
559946,328016,mobile,ended,21.0,,,Late: 15-30 mins,False
560022,264457,mobile,ended,98.0,,,Late: 1-2 hours,False
560201,312166,mobile,ended,-33.0,,,Early,False
560699,369881,connect,ended,-3.0,,,Early,False
560706,358982,connect,ended,-389.0,,,Early,False
560753,352799,mobile,ended,-39.0,,,Early,False
560920,410079,mobile,ended,-18.0,,,Early,False
561304,176220,connect,ended,-75.0,,,Early,False
561465,364537,mobile,ended,-133.0,,,Early,False
561487,241021,connect,ended,-209.0,,,Early,False
561528,402469,mobile,ended,19.0,,,Late: 15-30 mins,False
561604,366942,mobile,ended,-57.0,,,Early,False
561643,348294,connect,ended,16.0,,,Late: 15-30 mins,False
561652,402513,mobile,ended,23.0,,,Late: 15-30 mins,False
561871,356551,connect,ended,-1.0,,,Early,False
561903,310553,connect,ended,-7.0,,,Early,False
561995,406554,connect,ended,18.0,,,Late: 15-30 mins,False
562070,388342,mobile,ended,-69.0,,,Early,False
562134,347208,connect,ended,-24.0,,,Early,False
562225,275810,mobile,ended,5.0,,,Late: 0-15 mins,False
562247,381994,mobile,ended,-49.0,,,Early,False
562345,330591,mobile,ended,233.0,,,Late: > 2 hours,False
562390,394088,mobile,ended,25.0,,,Late: 15-30 mins,False
562479,394043,mobile,ended,127.0,,,Late: > 2 hours,False
562621,291717,mobile,ended,-555.0,,,Early,False
562686,385003,connect,ended,111.0,,,Late: 1-2 hours,False
562806,410702,mobile,ended,16.0,,,Late: 15-30 mins,False
562879,393005,mobile,ended,83.0,,,Late: 1-2 hours,False
562938,375868,mobile,ended,26.0,,,Late: 15-30 mins,False
562959,289499,mobile,ended,89.0,,,Late: 1-2 hours,False
563031,410832,mobile,ended,319.0,,,Late: > 2 hours,False
563129,393723,connect,ended,-72.0,,,Early,False
563276,414639,mobile,ended,882.0,,,Late: > 2 hours,False
563285,375553,mobile,ended,200.0,,,Late: > 2 hours,False
563343,370029,mobile,ended,34.0,,,Late: 30-60 mins,False
563668,370055,connect,ended,24.0,,,Late: 15-30 mins,False
563819,290987,mobile,ended,1127.0,,,Late: > 2 hours,False
564147,304775,connect,ended,-85.0,,,Early,False
564169,334065,mobile,ended,439.0,,,Late: > 2 hours,False
564469,292668,mobile,ended,-65.0,,,Early,False
564637,260794,mobile,ended,-162.0,,,Early,False
564693,408680,mobile,ended,-23.0,553639.0,0.0,Early,True
564712,414057,mobile,ended,79.0,,,Late: 1-2 hours,False
537695,390673,mobile,ended,-31.0,,,Early,False
537729,379686,mobile,ended,10.0,,,Late: 0-15 mins,False
537825,392368,connect,ended,5.0,,,Late: 0-15 mins,False
537874,390481,mobile,ended,-31.0,,,Early,False
538085,337112,mobile,ended,17.0,,,Late: 15-30 mins,False
538100,194276,mobile,ended,1734.0,,,Late: > 2 hours,False
538119,356061,mobile,ended,48.0,,,Late: 30-60 mins,False
538140,375774,mobile,ended,31.0,,,Late: 30-60 mins,False
538213,228359,connect,ended,23.0,,,Late: 15-30 mins,False
538239,356203,mobile,ended,1872.0,,,Late: > 2 hours,False
538307,379704,mobile,ended,-210.0,,,Early,False
538541,372468,mobile,ended,-18.0,,,Early,False
538587,389035,mobile,ended,5.0,,,Late: 0-15 mins,False
538589,348082,mobile,ended,-46.0,,,Early,False
538598,384688,connect,ended,-7.0,,,Early,False
538643,352436,mobile,ended,13.0,,,Late: 0-15 mins,False
538762,369447,connect,ended,122.0,,,Late: > 2 hours,False
538771,372205,mobile,ended,19.0,,,Late: 15-30 mins,False
538870,176670,connect,ended,-30.0,,,Early,False
538873,409581,mobile,ended,165.0,,,Late: > 2 hours,False
539040,409628,mobile,ended,-108.0,,,Early,False
539082,406302,mobile,ended,-115.0,,,Early,False
539120,311227,mobile,ended,42.0,,,Late: 30-60 mins,False
539122,404532,mobile,ended,-2.0,,,Early,False
539149,371520,mobile,ended,-75.0,,,Early,False
539217,244108,mobile,ended,-203.0,,,Early,False
539298,356407,mobile,ended,0.0,539220.0,30.0,Late: 0-15 mins,True
539337,381470,mobile,ended,-238.0,,,Early,False
539385,355817,mobile,ended,111.0,535816.0,0.0,Late: 1-2 hours,True
539411,375389,mobile,ended,-96.0,,,Early,False
539475,286751,connect,ended,26.0,,,Late: 15-30 mins,False
539543,380128,mobile,ended,620.0,,,Late: > 2 hours,False
539730,179573,mobile,ended,-53.0,,,Early,False
539733,384479,mobile,ended,73.0,526536.0,660.0,Late: 1-2 hours,True
539791,349861,mobile,ended,670.0,,,Late: > 2 hours,False
539803,314208,mobile,ended,7.0,,,Late: 0-15 mins,False
539933,335970,mobile,ended,-25.0,,,Early,False
539941,393617,mobile,ended,83.0,,,Late: 1-2 hours,False
540129,402773,mobile,ended,50.0,,,Late: 30-60 mins,False
540149,400952,mobile,ended,-12.0,,,Early,False
540216,365531,mobile,ended,21.0,,,Late: 15-30 mins,False
540270,405564,mobile,ended,1000.0,,,Late: > 2 hours,False
540274,408331,mobile,ended,-1006.0,,,Early,False
540372,385721,connect,ended,48.0,516961.0,0.0,Late: 30-60 mins,True
540680,274476,mobile,ended,-4.0,,,Early,False
540693,258243,mobile,ended,59.0,,,Late: 30-60 mins,False
540734,367531,mobile,ended,-36.0,,,Early,False
540739,361185,mobile,ended,1798.0,,,Late: > 2 hours,False
540773,373367,mobile,ended,10.0,,,Late: 0-15 mins,False
540907,368391,mobile,ended,-39.0,,,Early,False
540930,324683,mobile,ended,126.0,,,Late: > 2 hours,False
540963,339442,mobile,ended,18.0,,,Late: 15-30 mins,False
540998,351597,connect,ended,-75.0,,,Early,False
541045,349209,mobile,ended,-178.0,,,Early,False
541050,382524,mobile,ended,242.0,,,Late: > 2 hours,False
541094,409625,mobile,ended,-16.0,,,Early,False
541136,220513,mobile,ended,-1188.0,,,Early,False
541150,342699,connect,ended,211.0,,,Late: > 2 hours,False
541154,406532,mobile,ended,60.0,,,Late: 1-2 hours,False
541297,189709,mobile,ended,407.0,,,Late: > 2 hours,False
541362,376901,connect,ended,9.0,,,Late: 0-15 mins,False
541475,409659,mobile,ended,145.0,,,Late: > 2 hours,False
541493,285241,connect,ended,226.0,562771.0,540.0,Late: > 2 hours,True
541498,351660,connect,ended,3.0,,,Late: 0-15 mins,False
541516,344309,mobile,ended,6.0,,,Late: 0-15 mins,False
541529,409005,mobile,ended,17.0,,,Late: 15-30 mins,False
541532,323889,connect,ended,26.0,,,Late: 15-30 mins,False
551110,345408,mobile,ended,-5.0,,,Early,False
551209,341861,connect,ended,-15.0,,,Early,False
551242,406995,mobile,ended,132.0,537861.0,540.0,Late: > 2 hours,True
551310,319886,connect,ended,-636.0,565483.0,510.0,Early,True
551341,365760,connect,ended,-5.0,,,Early,False
551404,388895,mobile,ended,48.0,,,Late: 30-60 mins,False
551498,272475,mobile,ended,136.0,,,Late: > 2 hours,False
551581,395483,mobile,ended,-32.0,,,Early,False
551710,333634,mobile,ended,7.0,,,Late: 0-15 mins,False
551735,351454,mobile,ended,165.0,,,Late: > 2 hours,False
551858,390608,connect,ended,-15.0,,,Early,False
552168,412021,mobile,ended,-8.0,553299.0,360.0,Early,True
552173,359880,connect,ended,48.0,,,Late: 30-60 mins,False
552177,298117,connect,ended,147.0,,,Late: > 2 hours,False
552210,400088,mobile,ended,574.0,,,Late: > 2 hours,False
552481,373677,mobile,ended,2.0,,,Late: 0-15 mins,False
552583,401475,connect,ended,11.0,,,Late: 0-15 mins,False
552622,270091,mobile,ended,1259.0,,,Late: > 2 hours,False
552795,355041,mobile,ended,-10.0,,,Early,False
559708,400150,mobile,ended,491.0,,,Late: > 2 hours,False
559764,345956,mobile,ended,22.0,,,Late: 15-30 mins,False
559858,184847,mobile,ended,50.0,,,Late: 30-60 mins,False
559868,358772,connect,ended,-15.0,,,Early,False
559883,364783,mobile,ended,49.0,555469.0,660.0,Late: 30-60 mins,True
559887,406161,mobile,ended,5.0,,,Late: 0-15 mins,False
559973,374486,mobile,ended,142.0,,,Late: > 2 hours,False
560019,412295,mobile,ended,-18.0,,,Early,False
560092,341037,connect,ended,-40.0,,,Early,False
560180,376684,mobile,ended,-55.0,,,Early,False
560227,402528,connect,ended,12.0,,,Late: 0-15 mins,False
560302,313955,mobile,ended,-107.0,,,Early,False
560516,411916,mobile,ended,24.0,,,Late: 15-30 mins,False
560539,212965,connect,ended,-6.0,,,Early,False
560577,306607,connect,ended,-151.0,,,Early,False
560696,399528,connect,ended,-865.0,526657.0,600.0,Early,True
560940,391519,connect,ended,-325.0,,,Early,False
560983,407733,mobile,ended,18.0,,,Late: 15-30 mins,False
560997,411092,mobile,ended,-12.0,,,Early,False
506759,358438,mobile,ended,82.0,,,Late: 1-2 hours,False
506775,273591,mobile,ended,2.0,,,Late: 0-15 mins,False
506920,374128,mobile,ended,81.0,,,Late: 1-2 hours,False
509972,200364,mobile,ended,-664.0,,,Early,False
510877,321019,mobile,ended,185.0,,,Late: > 2 hours,False
511321,365894,mobile,ended,-2.0,,,Early,False
511478,276641,mobile,ended,2.0,,,Late: 0-15 mins,False
512670,371214,connect,ended,-75.0,,,Early,False
513582,388767,mobile,ended,28.0,,,Late: 15-30 mins,False
514686,315436,mobile,ended,2427.0,,,Late: > 2 hours,False
514866,333750,mobile,ended,-90.0,,,Early,False
514937,284286,mobile,ended,-88.0,,,Early,False
515309,302945,mobile,ended,-82.0,,,Early,False
516019,301422,mobile,ended,22.0,,,Late: 15-30 mins,False
516260,373856,mobile,ended,-180.0,,,Early,False
516450,392776,mobile,ended,-26.0,,,Early,False
516650,300251,mobile,ended,-79.0,,,Early,False
518467,267135,mobile,ended,53.0,,,Late: 30-60 mins,False
518605,370049,mobile,ended,82.0,,,Late: 1-2 hours,False
520028,314685,mobile,ended,32.0,,,Late: 30-60 mins,False
520491,382901,mobile,ended,-54.0,,,Early,False
521123,337308,mobile,ended,5.0,,,Late: 0-15 mins,False
524276,374486,mobile,ended,50.0,541215.0,510.0,Late: 30-60 mins,True
524762,402894,mobile,ended,13.0,,,Late: 0-15 mins,False
525379,377621,mobile,ended,-33.0,,,Early,False
525766,382884,mobile,ended,-85.0,,,Early,False
526479,294327,connect,ended,-34.0,,,Early,False
527084,396857,mobile,ended,82.0,,,Late: 1-2 hours,False
527402,217076,mobile,ended,-327.0,,,Early,False
528132,395790,mobile,ended,3.0,,,Late: 0-15 mins,False
528872,395598,mobile,ended,-8.0,548852.0,210.0,Early,True
528904,335970,mobile,ended,10.0,,,Late: 0-15 mins,False
530462,380128,mobile,ended,8.0,,,Late: 0-15 mins,False
530730,399200,mobile,ended,65.0,,,Late: 1-2 hours,False
530739,358801,mobile,ended,91.0,,,Late: 1-2 hours,False
530836,300580,mobile,ended,-54.0,,,Early,False
531024,377924,mobile,ended,-172.0,,,Early,False
531385,397952,mobile,ended,-25.0,,,Early,False
531395,388685,mobile,ended,228.0,,,Late: > 2 hours,False
531458,401276,mobile,ended,52.0,,,Late: 30-60 mins,False
531517,242626,mobile,ended,4.0,,,Late: 0-15 mins,False
531593,388736,mobile,ended,77.0,,,Late: 1-2 hours,False
532309,407297,mobile,ended,-105.0,,,Early,False
532392,355278,mobile,ended,1.0,,,Late: 0-15 mins,False
532658,381938,mobile,ended,73.0,,,Late: 1-2 hours,False
532948,338144,mobile,ended,-142.0,,,Early,False
533107,371890,mobile,ended,271.0,,,Late: > 2 hours,False
533136,392321,mobile,ended,12.0,,,Late: 0-15 mins,False
533784,275295,mobile,ended,-79.0,,,Early,False
561047,316892,mobile,ended,150.0,,,Late: > 2 hours,False
561125,195977,connect,ended,-110.0,565777.0,30.0,Early,True
561203,393044,mobile,ended,-11.0,,,Early,False
561502,410853,mobile,ended,-1.0,,,Early,False
561620,366082,mobile,ended,-1.0,,,Early,False
561745,406575,mobile,ended,16.0,,,Late: 15-30 mins,False
561803,403380,mobile,ended,305.0,,,Late: > 2 hours,False
561823,349006,mobile,ended,204.0,,,Late: > 2 hours,False
561928,402083,connect,ended,154.0,,,Late: > 2 hours,False
561953,328816,mobile,ended,53.0,,,Late: 30-60 mins,False
562027,379931,mobile,ended,29.0,557945.0,30.0,Late: 15-30 mins,True
562088,414852,mobile,ended,793.0,,,Late: > 2 hours,False
562100,229304,mobile,ended,1453.0,,,Late: > 2 hours,False
562222,380497,mobile,ended,110.0,,,Late: 1-2 hours,False
562297,411776,mobile,ended,105.0,,,Late: 1-2 hours,False
562472,407368,mobile,ended,17.0,,,Late: 15-30 mins,False
562547,182693,mobile,ended,38.0,,,Late: 30-60 mins,False
562651,310490,mobile,ended,226.0,,,Late: > 2 hours,False
564747,302441,mobile,ended,14.0,,,Late: 0-15 mins,False
564755,354809,mobile,ended,-102.0,,,Early,False
564954,280191,mobile,ended,116.0,,,Late: 1-2 hours,False
565220,404345,mobile,ended,-610.0,,,Early,False
565400,326599,mobile,ended,59.0,,,Late: 30-60 mins,False
565442,337198,mobile,ended,-90.0,,,Early,False
565491,405572,mobile,ended,115.0,,,Late: 1-2 hours,False
565513,407540,mobile,ended,-65.0,,,Early,False
565610,385073,mobile,ended,-18.0,555340.0,120.0,Early,True
565635,167788,mobile,ended,-7.0,,,Early,False
565805,313432,mobile,ended,7.0,,,Late: 0-15 mins,False
565956,366872,connect,ended,27.0,,,Late: 15-30 mins,False
565957,415050,mobile,ended,-36.0,,,Early,False
566099,330318,mobile,ended,123.0,,,Late: > 2 hours,False
566508,307439,mobile,ended,319.0,559522.0,90.0,Late: > 2 hours,True
566538,390509,connect,ended,39.0,,,Late: 30-60 mins,False
566540,314845,mobile,ended,-47.0,,,Early,False
566663,229646,mobile,ended,8.0,,,Late: 0-15 mins,False
566707,374977,mobile,ended,9.0,,,Late: 0-15 mins,False
566923,346519,mobile,ended,-43.0,563977.0,360.0,Early,True
567178,415953,mobile,ended,145.0,,,Late: > 2 hours,False
567274,187012,mobile,ended,-7.0,,,Early,False
567309,379674,mobile,ended,15.0,,,Late: 15-30 mins,False
567391,409612,mobile,ended,8.0,,,Late: 0-15 mins,False
567517,358103,mobile,ended,5.0,561286.0,0.0,Late: 0-15 mins,True
567524,310336,mobile,ended,-9.0,,,Early,False
567542,383384,mobile,ended,-563.0,,,Early,False
567562,414755,mobile,ended,6.0,,,Late: 0-15 mins,False
567691,349147,mobile,ended,87.0,,,Late: 1-2 hours,False
567693,363761,mobile,ended,114.0,,,Late: 1-2 hours,False
567708,294059,mobile,ended,283.0,,,Late: > 2 hours,False
567717,378689,mobile,ended,61.0,,,Late: 1-2 hours,False
567718,393044,connect,ended,99.0,,,Late: 1-2 hours,False
567803,389604,mobile,ended,15.0,,,Late: 15-30 mins,False
568078,239925,mobile,ended,-47.0,,,Early,False
568327,391379,connect,ended,-32.0,,,Early,False
568502,281341,mobile,ended,-134.0,,,Early,False
568864,368436,mobile,ended,11.0,,,Late: 0-15 mins,False
568976,375834,mobile,ended,91.0,566493.0,60.0,Late: 1-2 hours,True
505560,320824,connect,ended,-137.0,532695.0,120.0,Early,True
507200,327708,mobile,ended,131.0,,,Late: > 2 hours,False
507256,345408,mobile,ended,95.0,,,Late: 1-2 hours,False
509048,307793,connect,ended,77.0,,,Late: 1-2 hours,False
509551,277669,mobile,ended,322.0,,,Late: > 2 hours,False
509727,388111,mobile,ended,25.0,,,Late: 15-30 mins,False
510586,393908,mobile,ended,0.0,525150.0,300.0,Late: 0-15 mins,True
512004,341484,mobile,ended,-88.0,,,Early,False
512500,365112,mobile,ended,-2.0,,,Early,False
515726,351996,mobile,ended,36.0,,,Late: 30-60 mins,False
516592,395157,mobile,ended,-4.0,,,Early,False
517951,343602,mobile,ended,0.0,,,Late: 0-15 mins,False
518604,361997,mobile,ended,-30.0,,,Early,False
519386,369761,mobile,ended,-32.0,,,Early,False
520010,311849,mobile,ended,10.0,,,Late: 0-15 mins,False
521046,280534,mobile,ended,-121.0,,,Early,False
521054,307362,mobile,ended,83.0,,,Late: 1-2 hours,False
522370,404073,mobile,ended,307.0,,,Late: > 2 hours,False
523099,396518,mobile,ended,2867.0,,,Late: > 2 hours,False
523250,364907,connect,ended,-16.0,549567.0,30.0,Early,True
523604,346672,mobile,ended,-11.0,,,Early,False
525663,383997,mobile,ended,59.0,,,Late: 30-60 mins,False
528086,361806,mobile,ended,-71.0,,,Early,False
528364,393465,mobile,ended,122.0,,,Late: > 2 hours,False
528470,257207,mobile,ended,97.0,,,Late: 1-2 hours,False
528480,333407,mobile,ended,-54.0,,,Early,False
528864,348237,mobile,ended,87.0,,,Late: 1-2 hours,False
528967,348999,connect,ended,8.0,,,Late: 0-15 mins,False
529692,224967,mobile,ended,16.0,,,Late: 15-30 mins,False
529888,281116,mobile,ended,169.0,,,Late: > 2 hours,False
530120,348442,mobile,ended,-138.0,,,Early,False
530542,380799,mobile,ended,36.0,,,Late: 30-60 mins,False
530691,301068,mobile,ended,8.0,,,Late: 0-15 mins,False
530815,375915,mobile,ended,36.0,,,Late: 30-60 mins,False
532784,387403,mobile,ended,-21.0,,,Early,False
533029,265239,connect,ended,-108.0,,,Early,False
533092,307364,connect,ended,-14.0,,,Early,False
533154,374646,mobile,ended,-28.0,,,Early,False
533798,404688,mobile,ended,-27.0,524948.0,270.0,Early,True
534185,404041,connect,ended,0.0,,,Late: 0-15 mins,False
534197,321623,mobile,ended,70.0,,,Late: 1-2 hours,False
534373,346139,mobile,ended,-85.0,,,Early,False
534422,377670,connect,ended,-6.0,,,Early,False
534657,382279,mobile,ended,-36.0,,,Early,False
534756,396435,connect,ended,-20.0,,,Early,False
562908,370997,connect,ended,-614.0,,,Early,False
562957,412039,mobile,ended,-66.0,,,Early,False
563006,350603,mobile,ended,180.0,,,Late: > 2 hours,False
563019,414937,mobile,ended,-541.0,,,Early,False
563046,372567,mobile,ended,-16.0,,,Early,False
563380,359365,mobile,ended,91.0,,,Late: 1-2 hours,False
563381,400747,mobile,ended,12.0,,,Late: 0-15 mins,False
563443,342699,connect,ended,-1.0,566561.0,570.0,Early,True
563512,350801,mobile,ended,19.0,,,Late: 15-30 mins,False
563547,358975,mobile,ended,32.0,,,Late: 30-60 mins,False
563557,415157,mobile,ended,3.0,,,Late: 0-15 mins,False
563651,397817,mobile,ended,21.0,,,Late: 15-30 mins,False
563702,414525,mobile,ended,-97.0,,,Early,False
563780,366371,connect,ended,-84.0,,,Early,False
563814,369582,mobile,ended,37.0,,,Late: 30-60 mins,False
564108,409516,mobile,ended,34.0,,,Late: 30-60 mins,False
564161,381499,connect,ended,-100.0,,,Early,False
564186,385523,connect,ended,-5.0,,,Early,False
564275,413333,mobile,ended,-235.0,,,Early,False
564329,372346,mobile,ended,-83.0,,,Early,False
564437,276222,mobile,ended,78.0,,,Late: 1-2 hours,False
564474,349006,mobile,ended,-48.0,,,Early,False
564518,389104,mobile,ended,7.0,546382.0,30.0,Late: 0-15 mins,True
564560,407419,connect,ended,18.0,,,Late: 15-30 mins,False
564607,212965,connect,ended,51.0,,,Late: 30-60 mins,False
564846,375606,mobile,ended,-5.0,,,Early,False
564975,410255,connect,ended,-19.0,,,Early,False
565125,392214,mobile,ended,6.0,,,Late: 0-15 mins,False
565216,375704,mobile,ended,3.0,,,Late: 0-15 mins,False
565248,373700,mobile,ended,13.0,,,Late: 0-15 mins,False
565417,390615,mobile,ended,646.0,,,Late: > 2 hours,False
565699,194695,mobile,ended,57.0,,,Late: 30-60 mins,False
565759,409863,mobile,ended,266.0,564788.0,30.0,Late: > 2 hours,True
565761,385008,connect,ended,1.0,,,Late: 0-15 mins,False
565777,195977,connect,ended,-2.0,,,Early,False
565804,364523,mobile,ended,8.0,,,Late: 0-15 mins,False
507007,368840,mobile,ended,-7.0,,,Early,False
507101,391193,mobile,ended,-19.0,,,Early,False
510231,382906,mobile,ended,287.0,,,Late: > 2 hours,False
511240,187012,mobile,ended,109.0,,,Late: 1-2 hours,False
512629,269750,mobile,ended,-205.0,,,Early,False
512679,176220,connect,ended,8.0,,,Late: 0-15 mins,False
513478,387368,mobile,ended,72.0,,,Late: 1-2 hours,False
513917,378264,mobile,ended,38.0,,,Late: 30-60 mins,False
514344,279328,mobile,ended,-12.0,,,Early,False
517771,387761,mobile,ended,-2.0,,,Early,False
518368,368132,mobile,ended,-77.0,535618.0,720.0,Early,True
519493,389219,mobile,ended,19.0,515851.0,120.0,Late: 15-30 mins,True
519886,226488,mobile,ended,8.0,,,Late: 0-15 mins,False
520878,289720,connect,ended,-42.0,540741.0,120.0,Early,True
521240,258017,mobile,ended,124.0,,,Late: > 2 hours,False
521297,340699,mobile,ended,-53.0,,,Early,False
521403,316678,connect,ended,-31.0,558030.0,60.0,Early,True
521658,246316,mobile,ended,-83.0,,,Early,False
524490,322943,mobile,ended,128.0,,,Late: > 2 hours,False
524771,341861,connect,ended,-11.0,,,Early,False
525047,399590,connect,ended,-30.0,,,Early,False
525441,348127,mobile,ended,-151.0,,,Early,False
526550,406310,mobile,ended,-27.0,,,Early,False
527037,266895,mobile,ended,-20.0,,,Early,False
527246,403736,mobile,ended,-12.0,,,Early,False
527888,349142,mobile,ended,118.0,,,Late: 1-2 hours,False
528046,369493,mobile,ended,139.0,,,Late: > 2 hours,False
528054,325328,connect,ended,-5.0,,,Early,False
528608,364276,connect,ended,17.0,,,Late: 15-30 mins,False
529195,303137,mobile,ended,-531.0,,,Early,False
529952,354102,mobile,ended,231.0,,,Late: > 2 hours,False
530505,405382,mobile,ended,40.0,,,Late: 30-60 mins,False
530530,318911,mobile,ended,-5.0,,,Early,False
530724,397728,mobile,ended,5.0,572331.0,270.0,Late: 0-15 mins,True
531229,393185,mobile,ended,-71.0,,,Early,False
531559,405433,mobile,ended,-57.0,,,Early,False
531654,406866,mobile,ended,70.0,,,Late: 1-2 hours,False
531736,390708,mobile,ended,-118.0,,,Early,False
531748,216759,mobile,ended,322.0,,,Late: > 2 hours,False
